"student_id","nom","departement","Code_ue","intitulé_matière","enseignant","note"
381240,"Afi Kouma","Génie mécanique","CI150","Calcul scientifique","Dr. K. Agbeko",7.33
612970,"Akoua Amouzou","Systèmes Réseaux","SC120","Théorie des Signaux","Pr. L. Mensah",14.02
414695,"Senam Agbeko","SCOM","ME101","Mécanique générale","Dr. K. Agbeko",9.83
360384,"Amah Lawson","Informatique et Systèmes","CS220","Programmation avancée","Dr. K. Agbeko",9.4
838532,"Elom Amegah","IA & Big Data","CS220","Programmation avancée","Pr. T. Lawson",18.57
258254,"Yao Mensah","Informatique et Systèmes","RS180","Réseaux avancés","Pr. T. Lawson",14.06
857066,"Elom Amegah","Systèmes Réseaux","CI150","Calcul scientifique","Pr. L. Mensah",18.33
833224,"Mawuli Komlan","Informatique et Systèmes","CI150","Calcul scientifique","Pr. L. Mensah",18.45
267002,"Yao Agbeko","Systèmes Réseaux","AI310","Machine Learning","Dr. K. Agbeko",11.68
577364,"Akoua Tchalla","Génie électrique","CS220","Programmation avancée","Pr. G. Komlan",2.99
763207,"Eyram Komlan","Informatique et Systèmes","CI150","Calcul scientifique","Dr. S. Amouzou",2.02
810966,"Koffi Lawson","Génie électrique","CI150","Calcul scientifique","Pr. T. Lawson",9.39
304036,"Kossi Agbeko","Systèmes Réseaux","EL201","Électrotechnique","Dr. K. Agbeko",0.4
489186,"Amah Amouzou","Informatique et Systèmes","EL201","Électrotechnique","Dr. K. Agbeko",7.13
734440,"Eyram Komlan","Systèmes Réseaux","ME101","Mécanique générale","Pr. D. Tchalla",9.85
565919,"Amah Amouzou","Génie Logiciel","RS180","Réseaux avancés","Pr. T. Lawson",6.88
924731,"Abla Agbeko","Génie électrique","EL201","Électrotechnique","Pr. T. Lawson",14.41
362205,"Elom Tchalla","Génie électrique","ME101","Mécanique générale","Dr. Y. Amegah",6.12
556849,"Koffi Mensah","Génie Logiciel","EL201","Électrotechnique","Pr. L. Mensah",7.87
168458,"Abla Kpante","Systèmes Réseaux","EL201","Électrotechnique","Dr. K. Agbeko",17.77
244853,"Senam Kouma","Génie mécanique","SC120","Théorie des Signaux","Pr. G. Komlan",11.49
975628,"Amah Kpante","Génie mécanique","AI310","Machine Learning","Dr. Y. Amegah",4.82
233855,"Kossi Kouma","Génie électrique","AI310","Machine Learning","Dr. K. Agbeko",4.78
286259,"Abla Kouma","Informatique et Systèmes","CI150","Calcul scientifique","Dr. K. Agbeko",1.6
918947,"Akoua Kpante","Génie électrique","EL201","Électrotechnique","Pr. G. Komlan",6.21
844682,"Kossi Tchalla","Génie civil","EL201","Électrotechnique","Dr. K. Agbeko",17.81
749914,"Eyram Mensah","SCOM","CI150","Calcul scientifique","Dr. Y. Amegah",17.0
995967,"Eyram Komlan","Génie électrique","AI310","Machine Learning","Dr. M. Kpante",3.65
815756,"Eyram Kpante","Génie civil","ME101","Mécanique générale","Dr. K. Agbeko",2.87
797060,"Afi Agbeko","Informatique et Systèmes","AI310","Machine Learning","Pr. G. Komlan",13.88
547715,"Mawuli Amegah","IA & Big Data","AI310","Machine Learning","Dr. K. Agbeko",1.52
573382,"Komi Amouzou","Génie électrique","CI150","Calcul scientifique","Pr. L. Mensah",12.74
679532,"Yao Tchalla","Génie mécanique","GL200","Conception logicielle","Pr. G. Komlan",2.18
212757,"Mawuli Amegah","Génie électrique","AI310","Machine Learning","Dr. Y. Amegah",12.02
114029,"Koffi Doe","Informatique et Systèmes","GL200","Conception logicielle","Dr. S. Amouzou",3.04
797792,"Amah Tchalla","Génie civil","CS220","Programmation avancée","Dr. M. Kpante",2.78
286131,"Amah Kouma","Systèmes Réseaux","GL200","Conception logicielle","Pr. G. Komlan",14.01
349030,"Afi Amegah","Génie Logiciel","CS220","Programmation avancée","Pr. G. Komlan",3.06
363866,"Abla Amegah","Systèmes Réseaux","GL200","Conception logicielle","Pr. L. Mensah",2.62
689253,"Eyram Amegah","Génie Logiciel","ME101","Mécanique générale","Dr. M. Kpante",11.17
353497,"Amah Kpante","SCOM","GL200","Conception logicielle","Dr. Y. Amegah",8.53
253844,"Afi Kpante","Systèmes Réseaux","SC120","Théorie des Signaux","Dr. K. Agbeko",7.76
269707,"Elom Amegah","SCOM","CI150","Calcul scientifique","Pr. T. Lawson",5.25
555520,"Senam Doe","Génie civil","EL201","Électrotechnique","Pr. D. Tchalla",6.8
696527,"Koffi Agbeko","SCOM","CI150","Calcul scientifique","Pr. L. Mensah",12.91
827129,"Koffi Amegah","Génie électrique","EL201","Électrotechnique","Dr. M. Kpante",17.2
827057,"Amah Lawson","Génie civil","ME101","Mécanique générale","Pr. D. Tchalla",3.44
868000,"Kossi Mensah","Génie mécanique","AI310","Machine Learning","Pr. L. Mensah",4.86
225741,"Abla Mensah","Systèmes Réseaux","ME101","Mécanique générale","Dr. K. Agbeko",5.24
449859,"Mawuli Kpante","IA & Big Data","SC120","Théorie des Signaux","Pr. L. Mensah",0.06
247389,"Koffi Doe","Génie mécanique","CI150","Calcul scientifique","Dr. K. Agbeko",7.34
480339,"Elom Kouma","Génie mécanique","EL201","Électrotechnique","Pr. D. Tchalla",11.5
283317,"Amah Kouma","SCOM","EL201","Électrotechnique","Pr. L. Mensah",7.23
805712,"Komi Kouma","Génie civil","RS180","Réseaux avancés","Pr. T. Lawson",8.03
100428,"Kossi Kpante","Informatique et Systèmes","AI310","Machine Learning","Dr. Y. Amegah",5.14
200605,"Amah Kpante","IA & Big Data","CI150","Calcul scientifique","Dr. S. Amouzou",4.33
889904,"Kossi Tchalla","Informatique et Systèmes","GL200","Conception logicielle","Pr. G. Komlan",18.98
689057,"Eyram Komlan","Génie Logiciel","EL201","Électrotechnique","Dr. M. Kpante",17.55
716731,"Akoua Agbeko","Génie mécanique","GL200","Conception logicielle","Pr. D. Tchalla",19.61
556725,"Mawuli Kpante","Génie civil","RS180","Réseaux avancés","Dr. S. Amouzou",2.35
454864,"Yao Doe","Génie électrique","RS180","Réseaux avancés","Pr. L. Mensah",1.25
394956,"Komi Mensah","Génie civil","AI310","Machine Learning","Pr. D. Tchalla",16.5
952446,"Yao Komlan","Génie électrique","SC120","Théorie des Signaux","Pr. T. Lawson",15.78
712169,"Komi Komlan","SCOM","ME101","Mécanique générale","Dr. S. Amouzou",7.64
752662,"Akoua Amegah","Génie mécanique","CS220","Programmation avancée","Dr. S. Amouzou",3.55
621038,"Elom Kpante","Génie civil","ME101","Mécanique générale","Dr. M. Kpante",12.66
665539,"Senam Lawson","Génie Logiciel","ME101","Mécanique générale","Pr. D. Tchalla",9.12
661171,"Afi Mensah","Génie civil","EL201","Électrotechnique","Dr. M. Kpante",1.73
968722,"Elom Amegah","IA & Big Data","EL201","Électrotechnique","Dr. Y. Amegah",0.91
551659,"Abla Doe","Génie civil","GL200","Conception logicielle","Dr. K. Agbeko",11.62
912033,"Senam Mensah","Génie civil","ME101","Mécanique générale","Pr. L. Mensah",7.63
758652,"Elom Agbeko","Génie Logiciel","SC120","Théorie des Signaux","Pr. T. Lawson",7.74
533364,"Kossi Tchalla","Systèmes Réseaux","GL200","Conception logicielle","Pr. G. Komlan",8.99
645391,"Kossi Komlan","Génie civil","ME101","Mécanique générale","Pr. D. Tchalla",5.03
800538,"Amah Tchalla","Systèmes Réseaux","GL200","Conception logicielle","Dr. K. Agbeko",7.88
715955,"Mawuli Tchalla","IA & Big Data","EL201","Électrotechnique","Pr. L. Mensah",1.88
384017,"Abla Amegah","Génie Logiciel","RS180","Réseaux avancés","Pr. D. Tchalla",13.11
385011,"Afi Lawson","Génie électrique","CS220","Programmation avancée","Pr. T. Lawson",16.8
671396,"Senam Agbeko","Génie civil","RS180","Réseaux avancés","Pr. T. Lawson",15.07
570883,"Mawuli Amegah","Systèmes Réseaux","GL200","Conception logicielle","Dr. K. Agbeko",3.35
606504,"Akoua Mensah","Génie civil","ME101","Mécanique générale","Pr. G. Komlan",6.59
838457,"Senam Kpante","Systèmes Réseaux","AI310","Machine Learning","Dr. S. Amouzou",11.86
587731,"Amah Amouzou","IA & Big Data","RS180","Réseaux avancés","Dr. Y. Amegah",0.98
640777,"Eyram Kouma","IA & Big Data","RS180","Réseaux avancés","Pr. L. Mensah",16.54
693272,"Koffi Agbeko","Génie Logiciel","SC120","Théorie des Signaux","Dr. Y. Amegah",2.5
656469,"Amah Doe","IA & Big Data","SC120","Théorie des Signaux","Pr. G. Komlan",10.53
931669,"Senam Amouzou","Génie civil","CI150","Calcul scientifique","Pr. L. Mensah",0.45
757549,"Koffi Doe","Génie mécanique","CI150","Calcul scientifique","Dr. S. Amouzou",14.01
721568,"Komi Kpante","SCOM","AI310","Machine Learning","Pr. T. Lawson",17.88
349556,"Koffi Amegah","Génie civil","GL200","Conception logicielle","Pr. T. Lawson",16.67
620064,"Afi Doe","IA & Big Data","CI150","Calcul scientifique","Pr. D. Tchalla",3.84
773776,"Mawuli Mensah","IA & Big Data","CI150","Calcul scientifique","Pr. D. Tchalla",4.38
546885,"Koffi Tchalla","Génie Logiciel","CI150","Calcul scientifique","Pr. D. Tchalla",13.91
270515,"Kossi Mensah","Génie électrique","GL200","Conception logicielle","Pr. G. Komlan",0.78
880038,"Akoua Amegah","Génie Logiciel","GL200","Conception logicielle","Dr. K. Agbeko",16.21
377651,"Mawuli Doe","Génie mécanique","ME101","Mécanique générale","Dr. S. Amouzou",7.08
437978,"Amah Kouma","Génie mécanique","RS180","Réseaux avancés","Pr. T. Lawson",15.67
286203,"Kossi Agbeko","Systèmes Réseaux","CS220","Programmation avancée","Pr. G. Komlan",5.06
438598,"Mawuli Tchalla","Systèmes Réseaux","AI310","Machine Learning","Dr. Y. Amegah",16.98
443415,"Komi Kpante","Systèmes Réseaux","GL200","Conception logicielle","Pr. L. Mensah",16.38
206297,"Eyram Tchalla","Génie Logiciel","ME101","Mécanique générale","Pr. D. Tchalla",1.51
356104,"Koffi Kouma","IA & Big Data","CI150","Calcul scientifique","Dr. S. Amouzou",9.89
958345,"Afi Lawson","Génie électrique","GL200","Conception logicielle","Pr. T. Lawson",7.45
653520,"Elom Kouma","Génie civil","GL200","Conception logicielle","Dr. S. Amouzou",1.74
614953,"Akoua Agbeko","IA & Big Data","ME101","Mécanique générale","Pr. T. Lawson",7.5
923184,"Abla Kouma","IA & Big Data","SC120","Théorie des Signaux","Pr. D. Tchalla",11.97
563145,"Afi Tchalla","Génie électrique","EL201","Électrotechnique","Pr. D. Tchalla",17.25
387685,"Yao Lawson","Génie électrique","SC120","Théorie des Signaux","Pr. T. Lawson",11.7
322681,"Mawuli Mensah","SCOM","EL201","Électrotechnique","Pr. G. Komlan",5.89
799954,"Amah Kouma","Génie Logiciel","SC120","Théorie des Signaux","Dr. S. Amouzou",0.42
495013,"Koffi Amegah","SCOM","EL201","Électrotechnique","Pr. D. Tchalla",6.18
460499,"Elom Kouma","Génie mécanique","AI310","Machine Learning","Pr. L. Mensah",7.31
628269,"Abla Amegah","Systèmes Réseaux","RS180","Réseaux avancés","Pr. T. Lawson",10.99
815969,"Mawuli Amouzou","Systèmes Réseaux","EL201","Électrotechnique","Dr. Y. Amegah",1.64
326906,"Kossi Tchalla","Génie civil","SC120","Théorie des Signaux","Pr. D. Tchalla",4.15
993225,"Amah Kouma","Génie mécanique","EL201","Électrotechnique","Dr. S. Amouzou",15.99
896592,"Senam Amouzou","Systèmes Réseaux","EL201","Électrotechnique","Dr. Y. Amegah",3.51
166438,"Mawuli Amouzou","Systèmes Réseaux","EL201","Électrotechnique","Dr. K. Agbeko",6.68
552561,"Eyram Kpante","Systèmes Réseaux","ME101","Mécanique générale","Dr. K. Agbeko",13.42
323190,"Afi Kouma","Génie civil","AI310","Machine Learning","Dr. M. Kpante",18.0
418285,"Amah Amouzou","IA & Big Data","ME101","Mécanique générale","Dr. M. Kpante",7.84
868795,"Akoua Lawson","Génie électrique","CI150","Calcul scientifique","Pr. L. Mensah",0.51
378215,"Afi Lawson","Systèmes Réseaux","SC120","Théorie des Signaux","Pr. D. Tchalla",4.13
968632,"Akoua Amegah","SCOM","CI150","Calcul scientifique","Pr. L. Mensah",19.11
379256,"Koffi Amouzou","Génie civil","CS220","Programmation avancée","Dr. S. Amouzou",12.18
926286,"Komi Amegah","Informatique et Systèmes","AI310","Machine Learning","Dr. Y. Amegah",6.35
983619,"Afi Mensah","Génie Logiciel","RS180","Réseaux avancés","Pr. G. Komlan",2.02
359801,"Koffi Mensah","Génie Logiciel","ME101","Mécanique générale","Dr. Y. Amegah",16.5
472045,"Mawuli Amegah","Informatique et Systèmes","ME101","Mécanique générale","Dr. Y. Amegah",18.46
310975,"Kossi Tchalla","IA & Big Data","CS220","Programmation avancée","Pr. G. Komlan",18.5
232091,"Kossi Komlan","Systèmes Réseaux","ME101","Mécanique générale","Pr. T. Lawson",1.44
500070,"Amah Kpante","Systèmes Réseaux","GL200","Conception logicielle","Dr. M. Kpante",3.18
194447,"Akoua Amouzou","Génie civil","RS180","Réseaux avancés","Pr. G. Komlan",12.3
505500,"Komi Komlan","Génie mécanique","CS220","Programmation avancée","Pr. L. Mensah",1.0
167116,"Mawuli Mensah","Systèmes Réseaux","AI310","Machine Learning","Dr. K. Agbeko",7.49
102749,"Mawuli Kouma","Génie électrique","GL200","Conception logicielle","Pr. L. Mensah",0.67
538998,"Afi Amegah","Informatique et Systèmes","AI310","Machine Learning","Dr. K. Agbeko",10.69
113329,"Senam Lawson","Systèmes Réseaux","SC120","Théorie des Signaux","Dr. K. Agbeko",16.35
109578,"Komi Komlan","IA & Big Data","GL200","Conception logicielle","Pr. L. Mensah",16.66
982534,"Senam Komlan","IA & Big Data","CI150","Calcul scientifique","Pr. L. Mensah",9.43
243091,"Koffi Amouzou","Génie électrique","CS220","Programmation avancée","Dr. M. Kpante",13.81
306829,"Akoua Kouma","SCOM","EL201","Électrotechnique","Dr. S. Amouzou",2.45
939012,"Afi Doe","Génie Logiciel","AI310","Machine Learning","Pr. G. Komlan",3.54
372453,"Afi Amouzou","SCOM","GL200","Conception logicielle","Dr. Y. Amegah",5.09
406776,"Amah Lawson","IA & Big Data","CS220","Programmation avancée","Dr. M. Kpante",2.82
483056,"Komi Amouzou","Systèmes Réseaux","SC120","Théorie des Signaux","Pr. L. Mensah",7.8
780720,"Amah Tchalla","SCOM","EL201","Électrotechnique","Pr. T. Lawson",11.22
978847,"Yao Komlan","Systèmes Réseaux","RS180","Réseaux avancés","Pr. L. Mensah",11.31
361489,"Kossi Kouma","SCOM","RS180","Réseaux avancés","Dr. S. Amouzou",3.84
407710,"Koffi Kouma","Informatique et Systèmes","SC120","Théorie des Signaux","Dr. S. Amouzou",18.14
832577,"Abla Kouma","Génie Logiciel","CI150","Calcul scientifique","Pr. D. Tchalla",9.01
372824,"Elom Kpante","Génie mécanique","CS220","Programmation avancée","Pr. L. Mensah",19.31
840241,"Yao Mensah","Génie Logiciel","SC120","Théorie des Signaux","Pr. G. Komlan",9.62
406943,"Amah Kpante","Génie Logiciel","AI310","Machine Learning","Dr. S. Amouzou",6.94
845382,"Senam Lawson","IA & Big Data","ME101","Mécanique générale","Pr. D. Tchalla",13.12
787877,"Elom Amouzou","Génie mécanique","CI150","Calcul scientifique","Pr. L. Mensah",0.91
510995,"Kossi Tchalla","IA & Big Data","GL200","Conception logicielle","Dr. S. Amouzou",6.06
706268,"Akoua Kouma","Systèmes Réseaux","RS180","Réseaux avancés","Dr. K. Agbeko",0.47
601241,"Kossi Doe","Informatique et Systèmes","SC120","Théorie des Signaux","Dr. Y. Amegah",8.83
422786,"Kossi Amegah","Génie Logiciel","CI150","Calcul scientifique","Dr. K. Agbeko",5.46
623929,"Akoua Doe","Systèmes Réseaux","RS180","Réseaux avancés","Dr. K. Agbeko",4.94
289389,"Mawuli Amouzou","Systèmes Réseaux","CS220","Programmation avancée","Dr. Y. Amegah",12.17
639004,"Yao Kpante","Informatique et Systèmes","SC120","Théorie des Signaux","Pr. G. Komlan",6.72
178250,"Koffi Kouma","Génie électrique","AI310","Machine Learning","Pr. D. Tchalla",7.64
585213,"Komi Lawson","Génie mécanique","AI310","Machine Learning","Pr. G. Komlan",2.08
358589,"Kossi Tchalla","Informatique et Systèmes","CS220","Programmation avancée","Dr. S. Amouzou",14.19
888112,"Akoua Tchalla","Génie Logiciel","CS220","Programmation avancée","Pr. D. Tchalla",10.22
564292,"Abla Amouzou","IA & Big Data","SC120","Théorie des Signaux","Dr. K. Agbeko",17.11
383473,"Afi Tchalla","Informatique et Systèmes","GL200","Conception logicielle","Pr. D. Tchalla",5.96
233209,"Yao Kouma","IA & Big Data","EL201","Électrotechnique","Dr. M. Kpante",19.93
507219,"Akoua Tchalla","Génie électrique","RS180","Réseaux avancés","Dr. K. Agbeko",3.13
634808,"Senam Amegah","IA & Big Data","GL200","Conception logicielle","Dr. S. Amouzou",4.33
631766,"Akoua Amouzou","Génie électrique","CS220","Programmation avancée","Dr. M. Kpante",12.49
603248,"Koffi Amegah","Génie Logiciel","ME101","Mécanique générale","Pr. D. Tchalla",5.96
520746,"Mawuli Mensah","IA & Big Data","CI150","Calcul scientifique","Dr. M. Kpante",17.25
947414,"Afi Agbeko","Informatique et Systèmes","RS180","Réseaux avancés","Dr. S. Amouzou",15.51
450377,"Abla Lawson","Informatique et Systèmes","CS220","Programmation avancée","Pr. L. Mensah",12.82
251091,"Eyram Amegah","Génie électrique","CS220","Programmation avancée","Pr. L. Mensah",0.2
428724,"Eyram Doe","Génie civil","EL201","Électrotechnique","Pr. G. Komlan",17.04
574982,"Yao Amouzou","SCOM","CS220","Programmation avancée","Pr. D. Tchalla",13.61
563743,"Eyram Tchalla","Informatique et Systèmes","SC120","Théorie des Signaux","Dr. M. Kpante",11.98
474546,"Yao Komlan","Génie mécanique","RS180","Réseaux avancés","Dr. K. Agbeko",19.03
871782,"Elom Amegah","Systèmes Réseaux","CS220","Programmation avancée","Pr. G. Komlan",18.33
548476,"Akoua Amegah","IA & Big Data","CI150","Calcul scientifique","Pr. L. Mensah",14.02
700188,"Eyram Amouzou","Génie civil","RS180","Réseaux avancés","Dr. M. Kpante",9.29
415598,"Mawuli Doe","Génie mécanique","AI310","Machine Learning","Pr. G. Komlan",18.74
814219,"Yao Tchalla","Génie électrique","AI310","Machine Learning","Pr. D. Tchalla",0.47
346384,"Senam Agbeko","Génie civil","CI150","Calcul scientifique","Dr. Y. Amegah",10.78
763744,"Kossi Lawson","Génie électrique","AI310","Machine Learning","Dr. Y. Amegah",13.62
959921,"Koffi Amegah","Génie Logiciel","GL200","Conception logicielle","Pr. G. Komlan",1.22
237659,"Senam Lawson","IA & Big Data","GL200","Conception logicielle","Dr. S. Amouzou",9.95
649179,"Komi Kpante","IA & Big Data","EL201","Électrotechnique","Pr. T. Lawson",0.9
911483,"Mawuli Mensah","Génie Logiciel","ME101","Mécanique générale","Pr. D. Tchalla",12.38
459292,"Elom Lawson","Génie électrique","AI310","Machine Learning","Dr. Y. Amegah",13.81
982837,"Eyram Kpante","Systèmes Réseaux","ME101","Mécanique générale","Dr. M. Kpante",7.62
149711,"Koffi Lawson","IA & Big Data","GL200","Conception logicielle","Pr. D. Tchalla",6.92
213432,"Yao Kpante","Informatique et Systèmes","GL200","Conception logicielle","Pr. D. Tchalla",12.14
726328,"Yao Doe","Informatique et Systèmes","AI310","Machine Learning","Dr. S. Amouzou",16.47
818893,"Kossi Agbeko","Informatique et Systèmes","ME101","Mécanique générale","Dr. Y. Amegah",9.85
601617,"Senam Kpante","SCOM","CS220","Programmation avancée","Dr. M. Kpante",1.62
875367,"Kossi Doe","Informatique et Systèmes","ME101","Mécanique générale","Pr. L. Mensah",19.68
436323,"Kossi Tchalla","Génie mécanique","ME101","Mécanique générale","Pr. D. Tchalla",3.33
239036,"Yao Lawson","Génie civil","SC120","Théorie des Signaux","Dr. K. Agbeko",14.13
120114,"Koffi Tchalla","IA & Big Data","RS180","Réseaux avancés","Dr. M. Kpante",8.73
286121,"Mawuli Kpante","Génie mécanique","EL201","Électrotechnique","Pr. D. Tchalla",11.43
625577,"Kossi Amegah","Génie Logiciel","EL201","Électrotechnique","Dr. K. Agbeko",7.58
808701,"Akoua Lawson","Informatique et Systèmes","ME101","Mécanique générale","Pr. L. Mensah",6.52
825872,"Komi Komlan","Génie civil","RS180","Réseaux avancés","Pr. D. Tchalla",15.65
876259,"Amah Agbeko","SCOM","CI150","Calcul scientifique","Pr. T. Lawson",4.34
581811,"Yao Agbeko","Génie mécanique","EL201","Électrotechnique","Dr. M. Kpante",3.36
854717,"Akoua Komlan","Informatique et Systèmes","EL201","Électrotechnique","Dr. M. Kpante",11.69
106624,"Abla Komlan","Génie Logiciel","EL201","Électrotechnique","Pr. L. Mensah",16.55
864899,"Mawuli Komlan","Génie mécanique","EL201","Électrotechnique","Pr. T. Lawson",19.93
212771,"Amah Amouzou","Systèmes Réseaux","ME101","Mécanique générale","Dr. M. Kpante",10.11
331782,"Elom Agbeko","Génie civil","ME101","Mécanique générale","Dr. K. Agbeko",1.89
540159,"Abla Doe","Informatique et Systèmes","RS180","Réseaux avancés","Pr. G. Komlan",4.19
139509,"Yao Mensah","Génie Logiciel","ME101","Mécanique générale","Dr. K. Agbeko",12.06
590504,"Yao Agbeko","IA & Big Data","GL200","Conception logicielle","Dr. Y. Amegah",10.87
541956,"Abla Amouzou","Génie électrique","RS180","Réseaux avancés","Dr. Y. Amegah",1.04
325011,"Eyram Tchalla","Informatique et Systèmes","EL201","Électrotechnique","Pr. L. Mensah",17.38
344735,"Koffi Mensah","Génie civil","EL201","Électrotechnique","Dr. Y. Amegah",17.99
137182,"Komi Doe","Systèmes Réseaux","SC120","Théorie des Signaux","Dr. S. Amouzou",7.35
420231,"Akoua Lawson","Génie mécanique","EL201","Électrotechnique","Pr. L. Mensah",0.2
885172,"Amah Agbeko","Génie Logiciel","GL200","Conception logicielle","Pr. D. Tchalla",16.27
610178,"Amah Doe","Informatique et Systèmes","SC120","Théorie des Signaux","Dr. M. Kpante",18.44
490517,"Senam Amouzou","Génie civil","ME101","Mécanique générale","Dr. Y. Amegah",13.76
794336,"Senam Komlan","IA & Big Data","EL201","Électrotechnique","Dr. Y. Amegah",12.33
293532,"Komi Kouma","Systèmes Réseaux","RS180","Réseaux avancés","Dr. Y. Amegah",10.68
697972,"Mawuli Mensah","Génie civil","EL201","Électrotechnique","Pr. D. Tchalla",9.05
340139,"Abla Kouma","Systèmes Réseaux","AI310","Machine Learning","Pr. G. Komlan",17.2
135587,"Komi Doe","Génie électrique","GL200","Conception logicielle","Pr. T. Lawson",18.92
738804,"Koffi Tchalla","Génie civil","ME101","Mécanique générale","Pr. G. Komlan",10.72
903463,"Amah Komlan","IA & Big Data","GL200","Conception logicielle","Pr. T. Lawson",17.35
434341,"Abla Doe","Systèmes Réseaux","RS180","Réseaux avancés","Dr. K. Agbeko",18.25
886467,"Komi Agbeko","SCOM","CI150","Calcul scientifique","Dr. Y. Amegah",11.83
800190,"Eyram Tchalla","Informatique et Systèmes","GL200","Conception logicielle","Dr. S. Amouzou",13.45
956561,"Abla Tchalla","IA & Big Data","SC120","Théorie des Signaux","Dr. M. Kpante",3.62
538366,"Kossi Kpante","SCOM","SC120","Théorie des Signaux","Dr. Y. Amegah",18.26
882401,"Kossi Tchalla","Génie électrique","ME101","Mécanique générale","Pr. G. Komlan",13.57
725645,"Komi Komlan","Systèmes Réseaux","CI150","Calcul scientifique","Dr. K. Agbeko",6.88
668090,"Yao Tchalla","Génie mécanique","RS180","Réseaux avancés","Pr. D. Tchalla",12.15
834241,"Amah Doe","Génie Logiciel","SC120","Théorie des Signaux","Pr. T. Lawson",3.42
924143,"Komi Amouzou","IA & Big Data","GL200","Conception logicielle","Dr. K. Agbeko",6.05
297950,"Amah Amegah","Génie électrique","RS180","Réseaux avancés","Dr. S. Amouzou",1.19
323788,"Akoua Mensah","Génie mécanique","RS180","Réseaux avancés","Dr. Y. Amegah",6.97
487511,"Yao Doe","Génie Logiciel","CI150","Calcul scientifique","Pr. L. Mensah",6.09
768089,"Kossi Kpante","IA & Big Data","AI310","Machine Learning","Dr. K. Agbeko",8.24
469586,"Senam Kpante","Systèmes Réseaux","CI150","Calcul scientifique","Dr. K. Agbeko",15.75
238860,"Kossi Amouzou","Informatique et Systèmes","EL201","Électrotechnique","Dr. S. Amouzou",15.56
185587,"Komi Agbeko","Systèmes Réseaux","ME101","Mécanique générale","Dr. Y. Amegah",15.77
817131,"Elom Komlan","Informatique et Systèmes","SC120","Théorie des Signaux","Dr. K. Agbeko",10.91
626154,"Akoua Agbeko","SCOM","CS220","Programmation avancée","Pr. L. Mensah",12.32
325201,"Koffi Lawson","Génie Logiciel","ME101","Mécanique générale","Dr. K. Agbeko",10.35
128220,"Mawuli Komlan","Systèmes Réseaux","AI310","Machine Learning","Dr. Y. Amegah",19.16
819982,"Amah Amouzou","Génie civil","RS180","Réseaux avancés","Pr. L. Mensah",17.72
342797,"Kossi Lawson","Génie mécanique","AI310","Machine Learning","Dr. K. Agbeko",18.42
582192,"Akoua Agbeko","Génie Logiciel","CI150","Calcul scientifique","Pr. T. Lawson",8.44
513680,"Yao Doe","Génie électrique","AI310","Machine Learning","Dr. K. Agbeko",13.67
496326,"Akoua Amegah","SCOM","SC120","Théorie des Signaux","Dr. S. Amouzou",9.2
586329,"Yao Kpante","Génie Logiciel","RS180","Réseaux avancés","Pr. G. Komlan",8.01
891174,"Afi Tchalla","Génie électrique","RS180","Réseaux avancés","Dr. S. Amouzou",19.03
274787,"Komi Doe","Génie Logiciel","GL200","Conception logicielle","Dr. Y. Amegah",13.31
719743,"Mawuli Agbeko","Génie mécanique","AI310","Machine Learning","Pr. L. Mensah",5.08
153502,"Yao Kouma","Génie civil","GL200","Conception logicielle","Dr. S. Amouzou",9.91
903712,"Abla Amegah","IA & Big Data","SC120","Théorie des Signaux","Pr. D. Tchalla",12.36
705259,"Komi Kpante","Systèmes Réseaux","CS220","Programmation avancée","Dr. M. Kpante",11.44
575159,"Eyram Amegah","Systèmes Réseaux","SC120","Théorie des Signaux","Pr. T. Lawson",15.31
143949,"Akoua Mensah","Génie Logiciel","ME101","Mécanique générale","Dr. K. Agbeko",16.35
218731,"Elom Amegah","Systèmes Réseaux","CS220","Programmation avancée","Pr. D. Tchalla",19.47
936098,"Eyram Mensah","Génie civil","CI150","Calcul scientifique","Pr. L. Mensah",15.56
247337,"Kossi Amouzou","SCOM","RS180","Réseaux avancés","Pr. L. Mensah",10.6
232757,"Mawuli Amegah","Génie Logiciel","ME101","Mécanique générale","Pr. L. Mensah",9.04
817599,"Elom Amegah","Génie Logiciel","CS220","Programmation avancée","Dr. M. Kpante",17.72
215686,"Afi Kpante","Génie électrique","AI310","Machine Learning","Pr. G. Komlan",8.06
878515,"Komi Tchalla","Systèmes Réseaux","GL200","Conception logicielle","Dr. K. Agbeko",18.01
673754,"Mawuli Amouzou","Génie électrique","GL200","Conception logicielle","Pr. D. Tchalla",19.5
749740,"Elom Komlan","Systèmes Réseaux","GL200","Conception logicielle","Pr. D. Tchalla",19.03
658933,"Abla Agbeko","IA & Big Data","EL201","Électrotechnique","Dr. S. Amouzou",10.51
814162,"Komi Mensah","Génie Logiciel","RS180","Réseaux avancés","Dr. S. Amouzou",15.57
134023,"Afi Amouzou","Génie électrique","SC120","Théorie des Signaux","Dr. Y. Amegah",5.03
587296,"Afi Lawson","SCOM","EL201","Électrotechnique","Pr. L. Mensah",5.12
978962,"Senam Tchalla","Systèmes Réseaux","SC120","Théorie des Signaux","Dr. Y. Amegah",7.44
440249,"Elom Amegah","Génie électrique","RS180","Réseaux avancés","Dr. Y. Amegah",11.68
608282,"Senam Amegah","Génie mécanique","AI310","Machine Learning","Pr. T. Lawson",11.88
